class,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,32,37,19,26,43,49,56,91,64,61
0,3,11,37,45,83,86,52,47,64,89
4,42,94,54,81,59,45,71,78,83,36
3,54,54,32,38,83,54,76,40,64,18
4,2,13,24,52,32,17,53,92,60,25
4,39,80,14,78,57,25,27,19,89,95
4,72,0,26,75,20,99,41,31,30,67
2,54,8,16,23,8,71,70,53,32,77
3,45,28,62,81,70,77,15,29,91,61
3,40,98,66,58,57,8,43,41,1,78
2,26,58,18,74,50,75,90,21,17,97
3,81,1,66,13,33,48,84,21,32,0
0,84,26,14,26,9,74,56,18,87,10
3,65,7,72,35,37,93,0,10,19,84
4,52,51,75,13,53,70,19,9,6,76
2,44,21,14,59,88,31,96,26,26,38
1,2,95,45,58,60,32,30,18,26,36
3,33,30,62,42,58,51,51,31,42,41
2,8,57,2,93,59,81,29,0,86,44
4,84,21,5,44,51,47,72,17,12,61
4,19,47,32,70,12,82,78,24,59,88
3,16,78,38,53,29,24,87,41,23,70
0,98,64,53,88,84,70,77,26,7,19
3,81,33,24,94,62,81,17,69,77,36
0,89,48,38,2,4,32,43,73,75,23
0,4,20,82,22,2,27,75,52,24,65
3,14,42,36,93,32,67,76,21,12,74
0,65,42,39,54,21,73,55,55,98,3
0,62,72,3,26,1,34,73,51,93,28
1,7,26,63,12,80,34,34,83,66,18
2,23,42,25,85,29,20,28,48,18,88
2,69,2,44,38,68,54,47,7,64,94
4,3,76,26,52,55,93,91,54,42,4
4,35,67,13,81,57,55,26,45,77,59
1,32,70,9,19,75,87,78,94,59,19
4,84,49,63,82,39,93,36,78,44,39
1,90,78,92,34,1,26,89,89,33,31
3,64,44,85,47,71,8,17,76,23,11
1,23,17,86,60,77,56,17,48,23,26
3,66,77,66,13,1,2,86,31,77,69
3,69,68,71,58,97,48,14,60,95,29
0,63,8,32,12,86,25,0,19,89,28
2,18,57,65,17,58,3,9,11,89,3
2,10,1,86,89,41,9,27,29,64,36
3,82,67,37,78,5,55,37,48,19,56
4,98,1,77,44,71,13,72,35,14,62
3,6,25,15,61,35,74,83,27,64,24
4,6,0,47,58,83,72,64,60,58,45
1,17,65,28,94,75,60,1,37,64,24
3,69,48,18,69,64,20,7,88,75,24
4,77,33,69,61,26,74,47,99,78,48
4,66,88,79,12,85,24,88,21,23,76
4,67,73,75,62,69,32,72,18,35,56
2,43,77,63,58,1,49,22,2,45,64
0,39,42,44,45,29,43,15,29,59,56
1,43,80,11,96,2,96,7,91,64,83
3,81,43,4,97,20,19,26,90,59,4
3,0,46,64,73,49,11,33,53,92,71
4,2,25,35,55,48,18,82,87,9,25
2,51,18,77,23,47,42,19,32,34,65
2,77,66,15,45,2,42,39,19,67,99
2,88,38,77,94,97,50,33,44,50,44
4,2,42,14,44,64,70,53,29,53,44
2,47,73,11,9,86,55,28,76,30,90
0,68,3,64,73,18,13,70,87,70,97
1,62,17,84,24,9,9,13,52,67,94
1,82,22,32,32,48,83,4,83,63,47
2,30,94,63,35,2,52,50,78,53,65
2,66,77,93,34,40,88,52,40,37,31
1,16,28,63,5,30,25,11,4,96,69
0,82,31,87,19,38,53,48,29,78,61
4,24,71,7,47,59,14,53,83,73,60
4,92,17,65,47,50,14,4,22,25,83
0,64,64,44,86,8,86,26,87,38,40
0,92,25,7,36,83,16,49,87,57,65
3,52,34,40,39,51,34,51,81,62,43
4,19,0,47,48,51,72,78,71,68,68
2,18,15,86,39,64,77,21,57,61,3
3,2,80,95,75,57,93,81,7,73,79
4,20,88,73,70,10,47,6,85,53,72
3,35,64,43,45,68,19,86,66,42,33
0,53,50,25,61,25,37,15,8,43,76
3,62,25,60,66,56,83,86,2,8,24
3,69,58,75,81,57,52,22,47,77,64
1,54,5,93,94,71,38,24,81,44,97
4,8,50,61,58,34,27,68,48,58,3
0,7,50,71,83,64,8,12,99,64,36
1,68,90,11,79,86,3,94,66,76,84
4,69,0,76,32,21,93,56,47,19,40
0,40,98,23,45,80,49,17,93,13,20
1,69,13,89,4,50,84,19,73,16,73
4,82,77,62,26,57,8,40,17,53,22
1,32,1,85,73,43,75,83,60,35,68
0,23,57,89,48,6,68,51,17,64,81
0,36,57,89,29,78,27,83,32,33,77
4,19,1,31,58,58,93,19,27,19,24
3,59,3,97,90,43,65,42,20,95,81
0,48,49,63,47,49,14,51,41,73,22
4,41,17,40,56,58,36,43,51,23,58
1,53,19,43,45,8,1,48,58,16,0
2,91,1,14,94,93,51,85,66,14,58
2,32,50,37,37,1,68,58,22,65,15
0,66,21,64,90,84,92,43,29,35,55
0,19,1,61,96,38,13,65,64,59,69
2,48,73,88,94,92,71,58,90,69,35
4,73,77,80,57,51,8,51,57,90,67
3,48,70,3,3,64,93,58,76,17,64
0,19,28,0,19,66,41,52,47,10,24
3,84,67,37,74,60,86,82,83,11,74
0,88,5,53,33,91,68,5,66,3,97
3,34,80,52,25,70,0,56,11,64,36
3,39,18,31,27,93,77,86,97,37,94
1,98,6,0,89,12,55,33,32,47,71
3,76,90,26,70,20,14,14,75,71,58
0,52,49,98,48,45,43,19,31,38,44
1,27,6,6,88,33,85,2,32,27,3
2,42,44,59,58,1,32,56,23,61,83
1,2,43,74,39,13,0,19,43,19,4
4,76,24,32,12,46,41,5,28,19,41
3,72,99,2,71,1,8,59,12,60,58
3,43,77,27,41,34,45,19,84,75,58
3,26,21,45,42,49,49,55,83,84,31
2,26,58,58,89,80,81,65,37,46,48
2,24,29,36,74,14,77,39,15,52,34
0,52,11,71,28,1,13,71,51,49,34
2,88,8,98,47,13,93,38,49,64,85
2,47,17,60,81,97,51,85,69,17,35
3,75,50,35,67,23,72,29,68,16,18
2,59,68,48,89,79,83,50,32,99,78
0,14,89,98,42,84,89,78,2,43,70
1,1,69,90,67,48,18,5,86,92,84
1,89,36,64,23,67,88,82,52,79,18
4,69,1,68,52,73,62,17,32,30,79
4,30,74,37,73,67,50,15,50,89,97
4,30,72,57,69,19,39,5,32,10,77
2,64,53,10,55,21,81,43,82,82,33
4,22,78,74,33,75,81,65,66,62,43
3,51,7,64,55,2,40,56,66,64,90
1,10,18,7,67,85,86,70,26,5,96
4,53,50,27,4,49,21,88,60,52,0
2,35,63,19,38,54,71,80,5,63,96
1,16,67,14,85,2,81,81,66,31,75
0,69,15,68,27,9,0,60,5,42,93
4,39,86,6,3,71,25,86,60,48,62
0,40,50,71,28,48,70,26,19,26,77
0,66,28,2,27,6,0,56,17,87,6
4,35,80,71,96,97,34,21,59,19,29
1,52,72,45,57,27,70,19,17,97,42
0,79,0,90,95,10,41,40,87,13,96
1,31,65,68,65,51,51,28,54,64,80
4,68,4,97,73,15,65,76,21,67,48
4,48,91,97,47,38,94,36,83,12,22
1,6,34,18,59,88,52,97,45,91,21
3,46,30,83,96,86,51,52,79,69,65
4,18,18,94,20,30,63,75,60,87,55
1,69,51,66,81,70,81,73,83,64,91
0,36,40,80,75,38,81,6,25,89,40
1,11,15,47,75,97,32,53,18,33,27
4,48,72,5,74,80,87,43,50,12,65
0,20,3,7,26,67,9,86,53,17,94
4,43,67,93,81,58,57,52,44,96,87
1,32,70,9,73,75,79,9,34,72,68
4,58,28,66,95,31,34,0,18,23,30
4,53,92,77,66,38,68,15,26,41,98
0,85,47,89,4,94,72,28,33,15,87
4,16,23,35,81,70,38,27,46,64,7
4,69,3,48,20,59,66,23,73,14,29
3,69,2,24,81,33,84,89,32,17,9
4,32,54,92,66,18,41,67,17,11,67
4,40,62,71,90,59,70,56,41,64,65
0,85,29,32,99,30,13,65,32,98,28
4,62,58,72,33,1,74,41,89,23,17
0,47,36,11,58,83,8,4,87,98,91
1,33,23,64,95,38,8,58,64,43,34
4,16,59,43,81,2,51,27,16,85,59
4,26,28,44,97,66,50,68,97,63,84
1,40,15,56,5,59,31,33,26,66,14
4,63,3,32,20,49,31,41,21,17,52
4,66,28,76,31,81,13,65,6,35,42
2,53,49,7,73,91,76,78,63,12,35
3,91,65,10,84,46,46,70,21,87,68
3,52,90,85,38,36,68,78,53,53,67
1,85,64,32,55,2,82,64,48,89,61
4,80,8,89,28,93,49,15,55,1,82
4,68,31,76,96,91,41,41,89,95,84
0,39,66,11,31,56,50,13,48,11,10
0,72,28,50,45,85,8,75,27,94,61
4,54,77,29,81,42,88,73,12,23,41
1,8,64,64,47,88,50,83,64,98,86
2,63,28,32,19,62,37,78,66,37,30
3,1,81,80,7,83,34,64,44,46,67
0,58,25,86,19,85,40,4,48,52,34
4,68,64,64,33,84,19,68,53,42,61
4,21,67,89,27,15,96,86,53,79,81
0,10,31,65,12,75,7,41,32,78,8
3,82,5,7,25,62,11,78,60,13,68
4,70,38,83,79,39,41,17,99,20,52
4,53,77,64,36,0,57,10,24,96,83
1,0,24,15,5,84,35,15,23,42,1
4,30,48,92,32,39,1,56,34,97,45
3,85,17,10,55,80,39,43,52,73,48
4,84,44,38,0,80,90,53,93,92,47
3,89,58,71,46,88,93,76,29,23,94
0,9,15,16,54,69,96,44,78,78,64
0,85,53,71,26,21,96,1,8,9,68
1,52,70,21,94,78,75,56,31,27,34
3,93,98,31,81,93,1,53,49,33,64
3,69,4,88,27,51,1,27,92,79,94
4,76,78,3,52,32,2,55,90,16,10
4,25,72,76,94,52,99,28,40,75,71
0,36,51,71,75,43,44,12,64,54,33
3,65,57,61,76,80,65,49,19,16,67
4,59,45,6,3,34,87,14,83,33,4
0,32,57,83,83,84,0,70,0,85,68
4,88,56,97,12,49,8,3,29,64,12
0,46,25,64,67,1,82,82,66,10,28
3,77,49,99,27,21,81,49,66,10,97
0,59,0,32,93,38,9,49,68,79,18
0,51,58,58,31,65,93,48,6,10,44
4,59,27,94,67,38,88,48,87,73,67
0,26,58,78,82,83,19,26,82,37,4
4,23,8,49,92,12,49,56,97,93,0
0,30,65,64,32,45,82,26,45,64,30
4,6,72,50,44,71,2,90,61,19,48
3,93,86,47,81,60,17,93,23,91,9
4,86,33,5,14,41,45,33,23,73,3
2,59,25,86,36,80,76,96,91,26,46
3,42,80,68,47,12,57,55,1,64,87
3,96,10,68,26,53,41,17,74,64,22
1,68,82,7,31,48,42,94,17,5,14
4,3,65,37,67,75,49,33,59,49,24
2,26,32,81,85,28,8,37,79,42,94
4,30,88,3,33,97,19,48,23,53,88
4,3,76,79,39,2,38,4,59,42,78
4,35,76,78,12,20,94,68,2,11,10
2,55,3,28,94,1,76,54,19,78,54
1,55,28,58,78,41,8,17,60,43,24
4,32,8,71,48,92,27,52,4,78,27
0,13,15,89,73,92,96,35,23,64,12
1,0,3,56,63,30,8,15,91,47,21
4,53,68,59,33,12,8,1,76,79,53
0,55,29,32,91,33,34,19,99,79,35
1,96,58,3,82,37,93,83,7,59,43
3,56,0,80,27,62,74,92,66,4,60
3,14,8,12,0,86,49,28,31,43,54
0,36,75,13,64,6,16,40,78,63,94
2,87,18,79,23,0,25,73,66,58,56
0,37,33,86,92,43,43,42,31,42,77
4,21,64,58,4,92,56,29,51,27,55
3,10,99,48,81,56,55,83,36,14,44
2,25,24,37,58,1,12,99,92,59,90
0,77,33,43,33,65,68,94,17,10,5
3,11,80,69,60,36,90,57,47,16,53
4,37,70,97,83,86,40,39,64,66,18
2,73,81,83,89,87,53,91,87,69,61
1,62,73,28,89,86,40,53,32,20,61
3,15,84,28,30,9,55,51,92,10,56
1,82,18,7,73,31,82,33,26,34,34
1,2,80,47,62,20,48,41,68,54,96
1,88,25,34,36,1,31,39,99,69,96
1,13,37,80,90,57,49,83,68,10,99
3,86,50,80,36,86,34,29,52,27,76
0,66,95,40,73,79,40,15,7,95,71
0,89,35,11,26,59,70,1,52,27,48
1,26,28,48,10,21,22,78,53,94,76
3,10,25,7,13,33,49,15,6,87,55
2,91,50,66,99,4,82,87,68,67,60
2,36,28,44,60,18,49,19,79,64,76
0,44,37,16,67,92,72,42,89,38,55
0,77,1,15,51,2,86,37,87,98,94
0,88,33,17,28,24,40,28,29,95,81
3,21,64,68,17,76,63,51,87,64,33
2,54,25,79,50,78,19,41,19,16,42
0,88,55,43,4,29,64,73,30,85,28
2,1,77,37,94,28,23,68,3,41,6
1,66,72,77,79,15,76,1,83,52,43
3,12,61,69,12,33,43,27,32,41,94
1,71,80,28,23,1,93,41,68,90,40
2,2,83,80,25,9,90,83,19,67,96
3,36,90,77,12,45,38,63,29,4,43
3,77,93,42,35,68,87,19,31,43,6
0,65,64,35,73,57,97,39,79,9,65
0,0,88,32,89,77,31,38,32,91,95
4,88,47,35,19,15,22,51,60,4,15
4,12,72,64,19,67,34,73,79,23,88
0,12,73,97,5,11,19,4,3,38,96
0,37,73,35,19,84,91,94,52,49,19
2,32,31,43,75,69,50,38,89,78,35
0,77,18,43,73,91,58,42,37,13,96
1,54,60,32,47,69,65,56,26,38,40
3,98,71,37,58,62,22,15,21,46,30
0,77,19,37,28,20,85,78,87,79,36
3,47,93,94,73,84,51,75,45,64,74
4,67,60,47,67,36,67,53,60,29,54
4,44,84,37,0,47,18,52,66,93,44
3,13,85,12,67,46,24,50,52,4,84
0,2,64,83,70,36,60,89,45,41,94
0,8,68,82,95,48,11,78,99,64,94
4,83,51,5,51,40,90,49,47,89,19
2,21,19,95,48,49,51,77,26,67,74
0,17,31,3,94,15,8,68,80,75,86
0,36,99,71,25,51,65,43,44,45,47
4,54,81,23,97,75,35,87,87,27,56
4,87,85,53,54,50,89,15,22,65,61
4,62,31,98,87,20,60,43,51,53,17
4,26,35,6,15,75,39,11,89,36,41
0,13,53,32,4,30,10,94,54,92,60
1,97,25,97,75,69,39,56,3,79,34
4,30,73,78,80,43,9,83,48,16,61
0,37,65,64,48,15,41,65,6,87,77
4,39,80,49,85,75,78,35,90,13,31
0,53,31,15,88,91,20,27,27,84,90
4,82,21,41,26,31,27,15,59,94,94
4,42,58,45,36,83,37,65,48,73,98
1,69,44,32,32,84,31,15,37,78,96
3,39,25,67,10,38,82,78,38,41,76
0,31,3,7,90,43,86,33,17,64,96
4,88,50,37,31,59,75,26,53,93,94
4,89,37,32,28,12,77,87,66,52,54
0,21,21,42,90,56,86,26,48,4,96
3,79,18,98,5,1,77,4,53,62,84
0,32,80,64,96,71,12,40,71,88,62
0,12,47,76,51,22,60,61,92,10,24
3,65,84,9,67,81,34,78,54,41,99
4,48,3,1,62,38,68,86,23,7,48
3,58,21,59,55,5,72,65,7,14,77
0,71,68,45,23,47,48,86,52,85,61
4,59,68,71,71,10,16,78,94,59,8
0,43,50,61,14,80,22,17,78,87,34
2,36,53,32,77,60,8,94,51,47,77
0,77,37,47,52,66,40,58,97,53,95
0,1,30,64,19,80,55,0,66,92,34
1,19,82,80,9,15,20,94,66,30,94
4,87,97,97,96,68,0,49,87,30,27
4,35,64,29,19,92,49,59,29,66,34
0,32,56,93,12,99,4,35,52,64,94
0,0,58,17,57,45,88,15,94,42,5
3,16,50,58,89,1,41,27,78,52,48
4,33,88,18,26,15,50,43,80,40,65
0,24,50,25,24,88,67,94,64,40,42
2,36,64,37,48,64,81,12,79,69,44
0,97,28,44,63,99,85,34,52,37,88
1,59,6,71,85,79,72,65,53,47,62
2,9,58,82,48,86,90,70,66,12,27
1,13,18,13,27,62,96,65,45,49,40
0,33,52,64,3,58,90,66,50,30,96
4,12,8,7,45,1,34,53,74,85,81
0,54,28,55,67,57,11,51,42,47,14
2,79,64,37,67,38,19,15,87,91,73
0,13,5,23,48,83,49,26,64,16,24
0,55,25,9,0,78,49,27,76,40,63
0,33,9,38,22,20,9,64,44,95,42
2,51,6,50,89,80,8,64,37,66,52
2,89,60,32,73,86,87,29,62,14,94
3,93,19,37,73,47,19,22,87,0,5
3,15,31,64,85,24,15,17,7,10,68
3,18,77,52,3,48,82,73,7,3,19
4,1,66,28,26,57,3,60,22,43,76
4,2,1,86,73,35,39,49,29,85,72
0,0,68,50,31,80,55,78,54,17,43
3,59,32,64,78,12,40,28,3,41,61
0,63,58,79,67,85,11,85,23,90,96
0,7,6,60,32,86,18,42,61,13,40
3,8,87,43,86,57,13,39,99,85,96
0,95,64,43,64,75,9,38,29,42,44
3,46,64,86,12,85,62,85,6,34,77
2,52,28,48,24,86,11,86,71,87,64
0,1,50,85,32,62,18,67,52,16,61
0,77,99,76,12,45,63,49,29,87,30
4,6,6,97,87,22,82,86,76,36,67
2,88,64,64,27,83,40,15,64,43,96
1,19,58,22,48,41,39,78,63,36,94
0,30,84,53,73,43,42,33,23,32,36
0,99,64,92,47,80,40,91,76,46,33
4,93,24,6,76,50,19,43,39,64,61
3,30,8,41,61,84,81,65,23,87,61
4,52,61,71,47,17,53,89,72,78,43
0,65,44,88,36,64,10,86,21,72,44
0,43,31,44,26,86,77,43,7,13,89
0,32,0,23,84,20,65,41,79,78,34
3,19,72,82,89,18,51,77,22,43,55
2,99,18,83,89,62,35,94,21,58,87
0,59,64,11,85,91,40,86,86,74,96
0,77,2,58,83,49,92,33,53,64,96
4,73,30,86,85,24,80,28,66,43,13
3,93,18,7,85,81,8,92,46,14,96
1,77,18,35,90,51,90,5,63,41,33
0,30,1,9,15,67,41,78,79,10,49
3,32,77,69,29,43,83,94,71,86,84
0,85,78,47,67,15,92,28,64,41,98
0,2,0,14,63,60,82,15,99,15,13
0,32,30,82,99,40,8,5,60,21,68
0,4,11,47,95,1,9,45,60,10,34
1,75,64,12,19,25,89,4,53,53,24
0,49,48,14,28,12,96,7,53,49,57
0,53,58,81,14,24,51,5,99,86,40
0,12,1,40,86,86,34,83,76,26,94
2,20,17,99,28,41,49,75,54,41,76
0,9,33,92,40,19,99,40,99,23,9
0,52,3,60,19,68,13,31,22,63,6
4,34,77,3,4,1,47,59,18,8,0
4,18,28,54,19,49,25,43,5,63,61
4,59,17,23,47,1,37,78,60,12,15
0,8,31,95,65,48,22,86,40,41,74
0,37,3,55,4,45,64,74,26,10,15
4,59,30,80,76,50,50,78,53,32,29
4,73,31,25,67,85,49,64,78,60,44
1,66,66,71,3,47,81,5,2,67,61
3,13,28,76,79,54,9,37,79,95,70
1,20,0,7,58,87,43,31,2,92,56
3,89,93,95,67,1,49,86,52,79,42
4,53,61,36,78,25,41,75,6,40,20
3,91,64,85,12,68,67,6,29,82,77
3,66,37,72,64,95,82,92,37,31,89
4,63,18,28,61,50,86,58,53,41,94
0,35,19,64,83,43,49,33,60,4,34
0,68,70,64,99,62,34,83,87,89,21
3,2,0,56,32,86,12,65,92,10,0
1,52,8,17,85,37,90,29,42,79,18
3,46,66,37,75,4,76,19,68,89,6
4,42,1,27,43,38,92,16,83,42,79
4,65,31,37,85,47,60,33,44,93,89
2,23,3,81,17,75,81,96,64,50,88
0,13,81,17,85,21,3,86,92,20,24
1,40,68,80,33,43,49,37,53,14,21
0,16,50,89,89,39,15,43,87,10,96
1,39,64,0,48,63,48,74,31,14,96
0,66,8,50,5,38,89,58,1,10,93
4,77,64,7,31,64,83,29,20,43,55
0,24,68,76,46,1,18,96,42,15,17
0,9,66,74,96,15,35,38,27,32,34
4,59,96,7,69,62,81,85,53,35,34
0,9,3,88,32,15,67,68,87,49,84
1,42,0,48,8,83,92,15,76,64,87
3,88,8,10,23,9,92,66,29,92,74
4,19,50,35,78,97,27,12,19,36,44
0,10,50,35,80,81,25,7,99,18,0
0,2,77,7,24,80,10,94,89,54,89
0,88,8,5,31,30,39,19,31,10,44
2,3,17,88,24,86,36,2,32,11,58
3,2,37,0,4,20,87,12,79,13,33
1,8,17,11,33,17,81,72,19,90,43
3,56,93,54,90,66,51,43,65,47,22
4,88,50,41,98,41,31,33,3,89,8
2,59,28,15,62,88,18,73,19,69,11
0,66,47,72,90,20,83,51,99,87,36
4,43,47,44,31,1,18,38,76,94,19
1,92,61,81,21,86,13,87,66,60,50
1,82,63,37,89,63,36,41,91,64,33
2,96,44,8,42,43,31,86,76,90,9
0,13,25,83,3,99,19,94,5,41,28
4,12,63,57,85,84,21,17,82,81,28
0,3,29,7,19,86,71,71,37,40,31
0,87,42,68,45,49,70,19,19,32,15
0,30,50,58,23,0,34,99,61,38,36
3,85,17,32,38,12,10,38,92,30,36
4,50,8,41,13,9,1,52,91,38,53
2,24,57,85,45,49,68,26,79,10,94
3,62,81,16,88,9,8,50,60,73,96
3,36,38,77,60,45,70,68,66,27,44
0,51,64,32,73,39,89,19,89,64,27
2,1,0,90,21,78,41,28,48,64,56
1,91,50,64,10,21,25,97,17,35,87
3,77,28,32,48,41,42,80,50,64,29
3,88,69,12,36,99,19,12,92,91,44
3,80,25,37,59,38,60,15,48,36,94
1,73,63,83,62,86,31,13,64,69,34
2,12,16,88,8,20,18,5,97,13,34
4,27,64,68,3,43,87,99,17,68,43
3,92,22,64,90,2,99,15,26,30,8
3,82,1,31,41,61,2,90,13,3,88
4,19,82,2,24,57,96,82,93,76,61
0,88,99,99,81,43,8,12,32,40,30
4,13,66,44,64,1,40,16,51,82,95
2,69,7,28,62,75,41,65,21,49,96
1,17,8,64,62,9,81,8,66,93,4
2,59,0,64,28,95,87,42,64,53,0
2,0,49,78,85,67,89,20,39,36,34
4,51,30,64,8,79,1,3,2,91,77
0,73,71,5,83,49,38,19,65,98,92
1,88,11,10,26,39,92,16,23,12,43
2,77,3,56,38,4,40,21,19,97,17
2,12,98,82,89,1,49,40,7,27,89
0,71,90,71,7,80,21,3,53,89,24
3,35,12,79,47,64,72,53,43,60,33
1,16,43,62,91,40,21,87,27,45,33
1,68,58,45,28,66,40,59,52,43,90
1,56,3,47,14,39,81,12,99,84,29
1,19,20,90,4,49,39,50,66,95,0
2,73,64,12,64,48,29,4,99,79,28
0,8,3,85,55,75,99,1,37,72,77
1,88,57,14,99,9,63,3,28,65,88
0,95,80,93,54,23,81,94,63,59,55
0,7,27,27,73,39,51,89,66,35,41
0,52,19,35,45,52,8,18,50,12,96
0,43,5,88,73,59,19,16,78,16,55
0,88,31,32,2,1,9,78,27,98,36
0,13,28,76,23,48,29,12,90,23,94
4,80,8,21,19,45,36,38,92,64,61
4,82,58,18,62,21,37,59,64,10,89
0,92,57,53,23,52,19,52,66,73,25
1,98,18,68,65,91,30,4,61,82,94
0,56,66,95,18,43,72,64,28,45,40
1,69,66,89,72,70,57,51,46,72,38
4,21,66,28,58,92,41,28,52,64,24
2,8,61,25,33,55,40,80,87,92,96
0,56,33,50,0,92,27,77,58,38,43
4,62,74,54,27,39,66,11,91,64,39
0,2,51,9,34,83,74,72,49,17,69
0,36,1,4,90,52,11,73,70,95,76
0,66,75,19,90,30,10,33,66,35,33
4,42,1,52,5,61,20,11,48,36,62
1,33,21,32,26,8,72,27,80,6,61
1,66,68,67,54,1,43,33,50,69,6
0,25,37,21,94,85,49,15,77,87,28
4,84,96,3,32,1,37,13,40,0,34
2,81,91,40,58,92,81,60,60,52,38
4,26,38,75,52,29,81,12,35,77,55
3,47,94,79,81,50,47,55,40,77,15
0,84,66,83,70,49,90,94,66,51,97
1,41,97,62,81,50,83,53,84,18,22
4,96,4,98,97,34,51,15,16,66,42
1,97,67,62,61,69,85,43,41,64,88
3,19,12,38,64,13,34,91,60,24,3
2,19,37,89,31,9,41,17,7,41,94
4,63,72,14,28,40,41,78,3,7,96
3,19,77,9,66,39,66,97,91,85,47
4,42,24,65,58,57,30,47,12,90,50
1,37,33,16,75,45,25,86,19,10,42
1,54,40,57,0,11,96,86,88,67,12
3,32,24,87,1,49,49,54,23,82,48
0,32,0,15,37,15,10,50,60,0,67
1,85,50,24,96,82,68,52,63,12,96
2,21,30,97,33,65,77,7,22,64,48
3,19,25,15,26,56,9,1,86,53,22
2,89,64,3,26,1,51,39,99,5,14
2,32,76,32,27,1,11,7,66,70,28
3,55,70,48,10,69,60,68,54,16,98
3,68,0,47,19,1,22,75,60,43,38
4,69,6,73,35,54,57,28,60,98,67
0,30,43,59,56,38,86,40,31,26,54
0,69,49,5,32,1,72,40,63,14,64
0,13,28,64,99,56,62,75,5,13,15
3,16,14,88,13,78,85,15,44,17,77
2,85,7,36,95,34,92,87,42,87,61
4,97,28,41,47,20,38,86,74,48,44
4,9,31,28,33,99,62,3,53,78,24
4,30,23,71,82,97,62,75,18,3,31
4,14,52,3,97,51,34,77,4,12,31
0,20,57,32,17,9,86,52,26,57,99
0,40,40,90,78,84,18,73,17,20,52
4,34,88,38,74,40,90,4,0,59,57
4,59,75,17,73,30,41,5,21,87,89
3,0,50,7,26,9,22,33,80,42,52
1,19,7,63,41,58,0,36,83,13,87
4,2,28,60,28,47,96,49,65,72,61
2,48,34,54,13,32,68,71,4,32,3
2,69,1,98,7,20,9,53,83,19,80
2,88,8,47,12,24,63,21,53,66,94
4,19,3,63,66,68,30,6,87,87,56
4,26,16,92,80,29,30,71,32,64,46
2,88,19,97,47,33,48,15,21,57,24
4,24,0,17,85,38,42,15,73,91,44
2,82,78,76,8,70,57,93,35,15,74
3,28,13,79,81,7,90,4,17,87,37
4,32,77,88,48,2,48,55,93,73,24
2,21,63,69,57,54,73,13,81,17,50
4,82,25,32,15,2,87,51,48,54,55
3,51,3,50,67,85,34,56,17,6,91
1,26,54,97,28,77,72,20,79,85,54
3,66,31,71,63,43,71,12,68,63,65
2,56,3,64,35,48,41,50,87,86,68
3,15,31,44,88,30,8,77,79,92,19
0,55,0,52,73,66,86,51,26,15,77
4,15,78,32,90,84,96,12,37,36,29
4,2,0,66,68,30,64,37,57,50,3
0,36,17,50,89,99,92,1,47,92,51
0,2,72,35,80,35,18,56,26,64,56
4,28,28,26,58,70,66,56,27,2,89
4,82,77,32,52,38,34,41,31,44,91
3,8,78,82,14,93,51,85,82,40,39
1,84,26,81,58,13,15,34,47,72,18
1,46,61,80,75,2,68,12,59,67,54
4,89,54,35,4,46,92,15,56,35,31
4,2,1,81,60,52,71,91,88,72,81
4,66,77,48,81,33,51,90,74,25,97
4,46,50,64,59,95,13,19,17,43,50
4,34,57,3,80,50,66,19,1,69,31
0,2,33,32,42,75,60,15,7,41,55
0,10,54,28,95,49,11,78,21,89,27
4,12,29,32,20,1,11,29,12,58,94
4,29,17,37,59,59,96,71,80,91,87
4,46,30,57,26,48,88,51,63,73,56
0,20,54,88,19,88,35,52,78,85,43
3,19,88,80,62,86,34,59,66,16,60
4,84,96,71,32,62,77,53,60,84,21
3,50,97,79,26,76,54,9,40,23,24
4,48,51,88,24,2,27,28,23,77,29
3,54,77,77,55,8,90,56,2,25,61
0,32,93,82,33,82,41,1,78,33,65
0,59,66,93,33,36,20,26,53,96,62
3,8,11,41,23,92,87,82,99,72,95
1,25,46,54,37,31,3,56,47,44,58
4,35,1,5,13,97,24,73,31,64,83
0,59,64,55,45,99,9,12,50,85,96
4,69,68,11,5,40,54,85,41,19,67
1,53,88,77,81,59,96,19,65,98,7
3,82,78,68,59,32,24,15,90,77,95
0,13,38,79,85,59,81,36,60,64,14
2,62,0,68,47,4,85,20,4,19,97
0,82,83,32,47,69,93,66,55,24,97
4,74,1,71,69,77,1,85,35,63,29
4,82,48,3,80,32,51,51,11,77,67
4,28,88,25,48,13,8,27,2,42,39
4,6,43,59,60,57,64,33,66,6,62
3,9,48,69,73,99,92,40,23,33,11
3,85,63,35,8,34,92,65,99,79,33
4,69,6,0,58,39,57,85,4,77,3
4,88,20,37,45,81,83,51,60,78,31
2,26,77,57,58,1,96,81,57,32,79
3,73,1,63,91,58,51,33,35,83,29
0,24,0,28,28,47,60,8,72,81,51
4,84,11,11,7,21,87,51,1,39,95
3,84,93,71,26,85,43,7,44,69,96
4,82,73,9,55,60,20,81,33,54,70
4,54,80,60,60,1,96,43,43,76,85
4,7,49,14,3,70,48,97,3,17,96
4,32,64,80,47,85,49,58,45,59,53
4,16,32,68,82,48,51,27,4,16,88
4,18,88,24,12,12,14,43,32,42,64
4,41,78,74,34,22,25,56,60,73,97
3,41,85,65,24,2,96,82,0,58,70
4,39,6,93,55,93,88,35,12,91,40
3,2,29,68,52,34,38,55,57,85,77
